[2025-06-01T16:11:14.693+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: scraping_autopia_dag.scrapear_datos_autopia manual__2025-06-01T16:11:12.271113+00:00 [queued]>
[2025-06-01T16:11:14.706+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: scraping_autopia_dag.scrapear_datos_autopia manual__2025-06-01T16:11:12.271113+00:00 [queued]>
[2025-06-01T16:11:14.706+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-06-01T16:11:14.730+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): scrapear_datos_autopia> on 2025-06-01 16:11:12.271113+00:00
[2025-06-01T16:11:14.741+0000] {standard_task_runner.py:60} INFO - Started process 199 to run task
[2025-06-01T16:11:14.759+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'scraping_autopia_dag', 'scrapear_datos_autopia', 'manual__2025-06-01T16:11:12.271113+00:00', '--job-id', '10', '--raw', '--subdir', 'DAGS_FOLDER/scraping_autopia_dag.py', '--cfg-path', '/tmp/tmpd72o8zld']
[2025-06-01T16:11:14.769+0000] {standard_task_runner.py:88} INFO - Job 10: Subtask scrapear_datos_autopia
[2025-06-01T16:11:15.088+0000] {task_command.py:423} INFO - Running <TaskInstance: scraping_autopia_dag.scrapear_datos_autopia manual__2025-06-01T16:11:12.271113+00:00 [running]> on host f142218a01ee
[2025-06-01T16:11:15.445+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='scraping_autopia_dag' AIRFLOW_CTX_TASK_ID='scrapear_datos_autopia' AIRFLOW_CTX_EXECUTION_DATE='2025-06-01T16:11:12.271113+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-06-01T16:11:12.271113+00:00'
[2025-06-01T16:11:19.463+0000] {logging_mixin.py:188} INFO - Pagina https://www.autopia.com.bo/resultados?page=1 tiene 47 anuncios.
[2025-06-01T16:11:22.894+0000] {logging_mixin.py:188} INFO - Appending record: 1/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Nissan Frontier', 'year': '2022', 'price': '$69,900', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/nissan-frontier-2022-683a3dba0cff3d057f01c7b7', 'km': '7.000', 'motor': '2.5 Lt.', 'ano': '2022', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Rojo', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:11:25.871+0000] {logging_mixin.py:188} INFO - Appending record: 2/47 from page: {'city': 'COCHABAMBA', 'brand': 'Changan', 'model': 'Cs35', 'year': '2021', 'price': '$180,000', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/changan-cs35-2021-6839c10b36a257341f78f6d4', 'km': '57.100', 'motor': '1.4 Lt.', 'ano': '2021', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Rojo', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:11:28.367+0000] {logging_mixin.py:188} INFO - Appending record: 3/47 from page: {'city': 'LA', 'brand': 'PAZ', 'model': 'Nissan Sentra', 'year': '1998', 'price': '$7,600', 'detail_url': 'https://www.autopia.com.bo/auto/sedan-usados/nissan-sentra-1998-6839bd080efd433c23100df4', 'km': '100.000', 'motor': '1.5 Lt.', 'ano': '1998', 'tipo': 'Sedán', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:11:31.739+0000] {logging_mixin.py:188} INFO - Appending record: 4/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'JAC T8', 'year': '2022', 'price': '$21,500', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/jac-t8-2022-6838ee8bc7849e6e5e7ae7e4', 'km': '55.000', 'motor': '2.0 Lt.', 'ano': '2022', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Negro', 'transmision': 'Mecánico', 'puertas': '4'}
[2025-06-01T16:11:35.296+0000] {logging_mixin.py:188} INFO - Appending record: 5/47 from page: {'city': 'COCHABAMBA', 'brand': 'KIA', 'model': 'Sonet', 'year': '2025', 'price': '$37,500', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/kia-sonet-2025-6838a590ea835c453b25ab16', 'km': '4.000', 'motor': '1.5 Lt.', 'ano': '2025', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Negro', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:11:38.602+0000] {logging_mixin.py:188} INFO - Appending record: 6/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Honda Ridgeline', 'year': '2022', 'price': '$45,000', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/honda-ridgeline-2022-68384aab74ce531c9c55ea04', 'km': '45.000', 'motor': '3.5 Lt.', 'ano': '2022', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Automático', 'puertas': '5'}
[2025-06-01T16:11:42.038+0000] {logging_mixin.py:188} INFO - Appending record: 7/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Hyundai Galloper', 'year': '2000', 'price': '$77,000', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/hyundai-galloper-2000-683736eacc72813bdd0992c3', 'km': '80.000', 'motor': '2.5 Lt.', 'ano': '2000', 'tipo': 'Camioneta', 'combustible': 'Diesel', 'color': 'Celeste', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:11:45.467+0000] {logging_mixin.py:188} INFO - Appending record: 8/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Nissan Frontier', 'year': '2024', 'price': '$79,900', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/nissan-frontier-2024-683551d2fc51e21cca461bc5', 'km': '21.000', 'motor': '2.5 Lt.', 'ano': '2024', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Gris Oscuro', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:11:48.364+0000] {logging_mixin.py:188} INFO - Appending record: 9/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Suzuki Dzire Sedan', 'year': '2015', 'price': '$18,500', 'detail_url': 'https://www.autopia.com.bo/auto/sedan-usados/suzuki-dzire-sedan-2015-68355000775c0c0cf34474d4', 'km': '150', 'motor': '1.2 Lt.', 'ano': '2015', 'tipo': 'Sedán', 'combustible': 'Gasolina', 'color': 'Blanco Perla', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:11:51.165+0000] {logging_mixin.py:188} INFO - Appending record: 10/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Toyota Starlet', 'year': '1995', 'price': '$11,900', 'detail_url': 'https://www.autopia.com.bo/auto/citycar-usados/toyota-starlet-1995-68354b8761c3f5573f085a36', 'km': '10', 'motor': '1.3 Lt.', 'ano': '1995', 'tipo': 'CityCar', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Mecánico', 'puertas': '2'}
[2025-06-01T16:11:54.550+0000] {logging_mixin.py:188} INFO - Appending record: 11/47 from page: {'city': 'LA', 'brand': 'PAZ', 'model': 'Hyundai I-10', 'year': '2012', 'price': '$13,500', 'detail_url': 'https://www.autopia.com.bo/auto/citycar-usados/hyundai-i-10-2012-6834b2414373610a61507274', 'km': '66.700', 'motor': '1.2 Lt.', 'ano': '2012', 'tipo': 'CityCar', 'combustible': 'Gasolina', 'color': 'Beige', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:11:58.126+0000] {logging_mixin.py:188} INFO - Appending record: 12/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Nissan Frontier', 'year': '2024', 'price': '$79,900', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/nissan-frontier-2024-68339561705b4b248c5a1976', 'km': '15.000', 'motor': '2.5 Lt.', 'ano': '2024', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Rojo', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:12:01.272+0000] {logging_mixin.py:188} INFO - Appending record: 13/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Renault Koleos', 'year': '2013', 'price': '$15,800', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/renault-koleos-2013-68311295e2ba064c9b65e0f7', 'km': '237.000', 'motor': '2.4 Lt.', 'ano': '2013', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Blanco Perla', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:12:04.609+0000] {logging_mixin.py:188} INFO - Appending record: 14/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Suzuki APV', 'year': '2020', 'price': '$25,900', 'detail_url': 'https://www.autopia.com.bo/auto/furgon-usados/suzuki-apv-2020-6830c0d29a8f6f74fc706d78', 'km': '88.676', 'motor': '1.6 Lt.', 'ano': '2020', 'tipo': 'Furgón', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:12:07.968+0000] {logging_mixin.py:188} INFO - Appending record: 15/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Toyota Agya', 'year': '2019', 'price': '$21,200', 'detail_url': 'https://www.autopia.com.bo/auto/citycar-usados/toyota-agya-2019-682f8c451991090ab72a49e4', 'km': '97.419', 'motor': '1.0 Lt.', 'ano': '2019', 'tipo': 'CityCar', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Automático', 'puertas': '5'}
[2025-06-01T16:12:11.192+0000] {logging_mixin.py:188} INFO - Appending record: 16/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Mazda Cx-5', 'year': '2023', 'price': '$62,500', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/mazda-cx-5-2023-682f84b215b5e73d6141b4fc', 'km': '39.443', 'motor': '2.0 Lt.', 'ano': '2023', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Automático', 'puertas': '5'}
[2025-06-01T16:12:14.348+0000] {logging_mixin.py:188} INFO - Appending record: 17/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Peugeot 301', 'year': '2018', 'price': '$17,500', 'detail_url': 'https://www.autopia.com.bo/auto/sedan-usados/peugeot-301-2018-682f83e90224d045d72e3374', 'km': '91.034', 'motor': '1.6 Lt.', 'ano': '2018', 'tipo': 'Sedán', 'combustible': 'Gasolina', 'color': 'Gris', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:12:17.644+0000] {logging_mixin.py:188} INFO - Appending record: 18/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Mitsubishi Outlander', 'year': '2016', 'price': '$31,900', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/mitsubishi-outlander-2016-682f82afd11a414078739e77', 'km': '87.071', 'motor': '2.4 Lt.', 'ano': '2016', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Plata', 'transmision': 'Automático', 'puertas': '5'}
[2025-06-01T16:12:20.927+0000] {logging_mixin.py:188} INFO - Appending record: 19/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Chevrolet Tracker', 'year': '2021', 'price': '$27,800', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/chevrolet-tracker-2021-682f2a25be2d912d591ae7e3', 'km': '83.300', 'motor': '1.2 Lt.', 'ano': '2021', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Blanca', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:12:24.302+0000] {logging_mixin.py:188} INFO - Appending record: 20/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Chevrolet Tracker', 'year': '2023', 'price': '$28,500', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/chevrolet-tracker-2023-682e4abefe04bf1c61471d03', 'km': '42.394', 'motor': '1.2 Lt.', 'ano': '2023', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Blanco', 'transmision': 'Mecánico', 'puertas': '5'}
[2025-06-01T16:12:27.238+0000] {logging_mixin.py:188} INFO - Appending record: 21/47 from page: {'city': 'COCHABAMBA', 'brand': 'Ford', 'model': 'Expedition', 'year': '2010', 'price': '$28,600', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/ford-expedition-2010-682cc501ea16fb4fd3367ab4', 'km': '97.000', 'motor': '5.7 Lt.', 'ano': '2010', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Rojo', 'transmision': 'Automático', 'puertas': '5'}
[2025-06-01T16:12:30.306+0000] {logging_mixin.py:188} INFO - Appending record: 22/47 from page: {'city': 'LA', 'brand': 'PAZ', 'model': 'Toyota Tacoma', 'year': '2020', 'price': '$55,000', 'detail_url': 'https://www.autopia.com.bo/auto/camioneta-usados/toyota-tacoma-2020-682cb366350aa404e667d783', 'km': '60.000', 'motor': '3.5 Lt.', 'ano': '2020', 'tipo': 'Camioneta', 'combustible': 'Gasolina', 'color': 'Negro', 'transmision': 'Automático', 'puertas': '4'}
[2025-06-01T16:12:33.380+0000] {logging_mixin.py:188} INFO - Appending record: 23/47 from page: {'city': 'COCHABAMBA', 'brand': 'Chevrolet', 'model': 'N300 Max', 'year': '2017', 'price': '$23,000', 'detail_url': 'https://www.autopia.com.bo/auto/furgon-usados/chevrolet-n300-max-2017-682c81b3e79adc0b66749213', 'km': '93.900', 'motor': '1.2 Lt.', 'ano': '2017', 'tipo': 'Furgón', 'combustible': 'Gasolina', 'color': 'Beige', 'transmision': 'Mecánico', 'puertas': '4'}
[2025-06-01T16:12:36.500+0000] {logging_mixin.py:188} INFO - Appending record: 24/47 from page: {'city': 'COCHABAMBA', 'brand': 'Jeep', 'model': 'Wrangler', 'year': '2015', 'price': '$38,000', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/jeep-wrangler-2015-682c7e86f85b056a547166e6', 'km': '47.486', 'motor': '3.6 Lt.', 'ano': '2015', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Rojo', 'transmision': 'Mecánico', 'puertas': '3'}
[2025-06-01T16:12:40.289+0000] {logging_mixin.py:188} INFO - Appending record: 25/47 from page: {'city': 'SANTA', 'brand': 'CRUZ', 'model': 'Mercedes Benz GLK', 'year': '2012', 'price': '$20,000', 'detail_url': 'https://www.autopia.com.bo/auto/suv-usados/mercedes-benz-glk-2012-682a98c54652fc0a7a7da4a9', 'km': '100.000', 'motor': '3.5 Lt.', 'ano': '2012', 'tipo': 'SUV', 'combustible': 'Gasolina', 'color': 'Plateado', 'transmision': 'Automático', 'puertas': '5'}
